境遇	0.0
水位	0.0
科罗拉多	0.0
山芋	0.0
袖珍	0.0
岐山	0.0
布法罗	0.0
161	0.0
古辛斯基	0.0
风风雨雨	0.0
东西德	0.0
奋勇	0.0
不动摇	0.0
一个样板	0.0
科菲	0.0
霓虹灯	0.0
氦	0.0
184	0.0
归路	0.0
动脉	0.0
战壕	0.0
农谢	0.0
上头条	0.0
赤裸	0.0
冲击中	0.0
幻影	0.0
精工	0.0
潮汐	0.0
男女老少	0.0
grand	0.0
摇篮	0.0
征召	0.0
三十九	0.0
熟络	0.0
及其中	0.0
武威胁	0.0
743	0.0
尤尼斯	0.0
饱读	0.0
•11	0.0
专利权	0.0
汉尼拔	0.0
奶酪	0.024543436623003432
隐私权	0.03362952973590442
台北	0.034081435352710375
应邀	0.050207617806801004
梦魇	0.05809906480725956
八年	0.07403416043714896
金里奇	0.07688259814040192
毒素	0.0768825981404034
华为	0.08133430256588188
罐头	0.0836689843017565
英特尔	0.08366898430175651
麦迪逊	0.08366898430175712
乳制品	0.08366898430175744
马尼拉	0.08678523330193595
签发	0.08737615858863794
148	0.08737615858863838
口吻	0.08737615858863838
湄公	0.08737615858863841
致癌物质	0.08737615858863841
之策	0.08737615858863843
法医	0.08737615858863883
并存在	0.08737615858863938
十二月份	0.08737615858863938
1978年	0.10160649619261307
集装箱	0.10791110797134071
明治	0.10791110797134074
红场	0.1079111079713412
朝日	0.10791110797134133
读卖	0.1148136265541179
计划经济	0.11684368726471175
寿司	0.12316836779736107
着陆	0.12440555795052255
100%	0.1267147054130923
军事基地	0.13161255311552594
南海	0.13226904585597193
夏娃	0.13708018199499564
拒绝对	0.13708018199499566
有线电视	0.13708018199499597
地震后	0.13708018199499605
楔子	0.13708018199499622
几百亿	0.13708018199499625
烟民	0.13736659814203978
昂山素季	0.137788559366367
冷战	0.13812852654924496
劳务	0.13816734151173524
曼谷	0.13962683705523918
化学武器	0.1402580520397126
镜子	0.1411789369831483
内政部长	0.1459471738332444
旗舰	0.14661297703801487
稻米	0.15321687040370568
河内	0.15321687040370605
灾民	0.15321687040370607
1983年	0.15321687040370616
否决权	0.15323772803117006
远东	0.15959056499337476
寻租	0.159940344230467
安理会	0.15996259221141673
平均收入	0.15997811757061303
2016年	0.1604073314244886
5000万	0.16119046966426293
一整套	0.1632744332508586
1000亿	0.16348672765475986
核弹头	0.1638623866756963
南韩	0.16473610417719706
99%	0.16515010380935022
短程	0.1663835996001939
长崎	0.16723914078230862
休战	0.16993815355108036
50年	0.17249628980473494
波斯湾	0.17251401930905502
从中东	0.17321199484982516
mark	0.17343315081668345
劳力	0.17379511215408674
金正日	0.1751522404044926
国际性	0.17554164993591392
大马士革	0.17568962710589586
购买力	0.17617841103101198
韩国	0.1766031719360489
1％	0.17667961450047787
数万	0.17755518251858093
135	0.17908013614162197
1960年	0.17952684926936294
诺基亚	0.18008376869919457
100亿	0.18027585996639528
四月	0.1811595826087176
阿鲁纳恰尔邦	0.18226891966264078
本月	0.18280401786669495
注视	0.18297301858985238
数周	0.18323918487330215
170万	0.18434463212227914
近年来	0.18456768030906354
东亚	0.1852534172410182
独裁者	0.18552156367599185
nba	0.1855492808367371
换言之	0.1864508841633677
33%	0.1894328889355683
薪金	0.18971973046791699
反之亦然	0.19022410416401012
1999年	0.1903849794992006
土库曼斯坦	0.19044838914713702
叙利亚军	0.19187350146835058
受害人	0.19219676930252172
2000亿	0.19234815470649191
外孙	0.19358443704743133
112	0.19358443704743136
绝对值	0.19358443704743192
外贸	0.19419205113585844
北朝鲜	0.19451373970745914
123	0.19457819962938727
45%	0.19493277129204684
外长	0.19539655663056532
市政	0.1954203024935446
阿姆斯特丹	0.19591119055252273
1984年	0.19658640114423495
基本法	0.1976712518612636
亚太地区	0.19892415679324527
13亿	0.19896191746706612
丈夫	0.1994191787281485
零和	0.19986462533659588
至少	0.20043085589189746
人均收入	0.2006352572392829
适龄	0.20102542587420028
50%	0.20132554877100037
南美洲	0.20144674750666286
12月	0.20222281863621663
西班牙语	0.20244131826977438
切尔诺贝利	0.20258273510731079
达拉斯	0.20307786809322756
福岛	0.20348981836068028
哈萨克斯坦	0.20407605798622291
150万	0.20423293063557257
1969年	0.20543662593829162
上月	0.2068743424136151
科威特	0.20780947114007842
宁边	0.20791532384356243
网络空间	0.2080998958728515
紧急状态	0.2080998958728519
老大哥	0.20843936859836223
1963年	0.20864966007852362
巴菲特	0.2106188255190432
2011年	0.21062214685143119
成年人	0.210791366468045
红线	0.21082773208078223
鸠山	0.21108868883902923
失败者	0.2111557571672855
120万	0.21155102483058685
捐赠者	0.21156651953749928
班加	0.21165231540342094
人权	0.2122032120462576
200亿	0.2132842530971463
新西兰	0.2136081895672764
拉美	0.21384892375929446
救灾	0.21552499224291444
哈马斯	0.21583601582287223
牙医	0.21600436708345422
80%	0.21622825114793495
