agitate	0.0
brusque	0.0
743	0.0
formaldehyde	0.0
ordinances	0.0
inputting	0.0
-isms	0.0
alluded	0.0
thirtieth	0.0
percolated	0.0
instrumentation	0.0
polices	0.0
qishan	0.0
uruguayan	0.0
miseries	0.0
masculine	0.0
cigars	0.0
launder	0.0
184	0.0
shaoqi	0.0
fiji	0.0
overdrafts	0.0
daewoo	0.0
samphan	0.0
younis	0.0
steely	0.0
526	0.0
ringgit	0.0
stressing	0.0125164498336471
militarism	0.035533985365299114
myung	0.036125510899273815
csrc	0.05020761780679971
resolves	0.05020761780680036
node	0.050207617806801066
yoshihiko	0.0585283765949579
gingrich	0.07688259814040196
siemens	0.08366898430175625
compatriot	0.08366898430175641
wastage	0.08366898430175679
yongbyon	0.08366898430175682
canned	0.083668984301757
yomiuri	0.08366898430175701
guam	0.08660758046089559
ethane	0.08737615858863834
philanthropist	0.08737615858863838
councilor	0.08737615858863872
psoriasis	0.0873761585886388
dvds	0.08737615858863902
carcinogens	0.08737615858863915
restarting	0.0873761585886392
optimized	0.08737615858863924
haystack	0.08737615858863931
beethoven	0.09185441641382457
innovating	0.09185441641382512
internationalize	0.09185441641382512
hospitalization	0.10412678774170489
interfaces	0.10791110797134106
toothpaste	0.10791110797134114
subtext	0.1079111079713416
societal	0.10952968448850575
lifestyles	0.11421408120134696
lavrov	0.11440685762457592
shimbun	0.12256997379932852
albania	0.12503809616863767
gallic	0.13708018199499586
volvo	0.13708018199499594
falun	0.13708018199499614
fingerprint	0.13708018199499628
pneumonia	0.1399380451951753
discovering	0.14028919288366376
physicians	0.15319897520748
sushi	0.1544231379629892
physiological	0.15624865073334732
catalyst	0.15800490182243337
consultants	0.16038060620822195
immigrate	0.16162206547284905
nagasaki	0.16724315298747192
cooperates	0.16993815355107977
colonizing	0.16993815355107983
nonviolent	0.1699381535510799
13-year	0.16993815355108008
unfreeze	0.1699381535510801
discontented	0.16993815355108025
behavioral	0.17301291895271428
germans	0.17405401450494926
commemoration	0.17571741641011782
bottleneck	0.17718957492220477
repentance	0.1790865910754297
overcapacity	0.17969965235388785
nokia	0.18009002437074567
malacca	0.180127491616745
misjudgment	0.18086738462450347
colombia	0.1815067367027934
authorize	0.18200884031024572
arunachal	0.1829813087502282
0.0	0.18396157560976958
kazakhstan	0.18418465917593535
radar	0.18490903370410844
nba	0.18555707058419765
modernized	0.18784871595169028
argentina	0.1910509491007981
commercialization	0.1919985014434289
wildlife	0.19253479409688792
norwegian	0.19286745660616336
urbanization	0.19317259522972094
overdraft	0.19358443704743147
groundwater	0.1935844370474315
impeachment	0.19358443704743158
confidentiality	0.19358443704743164
biggest	0.1938981125618285
demonized	0.1945546737901638
televised	0.1952505706700761
amsterdam	0.19592544495082095
remittance	0.19614944640149956
yemen	0.19666098096008397
internationalization	0.19771737061653918
sudanese	0.1984342681886078
rudd	0.1984342681886079
prohibits	0.1984342681886081
kuwait	0.20053778963742855
barrels	0.20065663772841444
ldp	0.20253933961661044
monopolies	0.20414693401533415
kickbacks	0.2054399449056613
burma	0.2061627771773411
miracles	0.20672374224564197
peninsula	0.20672395540636126
compression	0.20792273680142626
nanking	0.20792273680142637
hamas	0.20904408150404313
invention	0.2096315507062289
burmese	0.21016225372740382
reagan	0.21088560343916105
salvador	0.21146173753791578
yeltsin	0.2115102007973426
caracas	0.21156651953749894
waterloo	0.21156651953749897
announces	0.21156651953749936
himalayas	0.2115665195374994
muslims	0.21194715615794688
cairo	0.2120127908674542
multilateral	0.2120274749941512
1971	0.21273245921205666
scotland	0.21555433989442646
outsource	0.21601472023237867
fukuda	0.2160147202323789
devalued	0.21601472023237897
listeners	0.21743758647900185
rubles	0.21782167272604644
zhongnanhai	0.21782167272604644
restricts	0.21782167272604652
ramadan	0.21838729605147084
arable	0.21838729605147084
solidify	0.2183872960514709
livable	0.21838729605147106
annan	0.21852622566762708
timetable	0.2185900869054509
monopolistic	0.21903735993399517
amend	0.21952918652778106
liberalism	0.2196772272405012
nepal	0.22001561135806458
